WigleWifi-1.4,appRelease=2.26,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],2017-11-08 13:32:33,36,-88,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-08 13:32:33,11,-66,32.103425,35.2066483333333,645.8,9,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-08 13:32:33,48,-84,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:32:33,36,-65,32.103425,35.2066483333333,645.8,9,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-79,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-71,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-84,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-78,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-74,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-81,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-94,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
ec:8c:a2:88:94:57,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-89,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-80,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.1108169047615,35.1601571428568,0,38.2477378845215,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-80,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-83,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-67,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-86,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-71,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-77,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-78,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-86,32.1072521428569,35.1825776190474,0,38.2477378845215,WIFI
